,score,text,title
171,90.0,"Heti alkuun mainittakoon, että Yhdeksäs Portti ei takuulla sovellu ihmisille, jotka hakevat elokuvasta toimintaa - mutta mikäli leffalle tuovat mielestäsi pluspisteitä koko elokuvan ajan jatkuva painostavahko tunnelma, omaan ajatteluun rohkaiseva juonikuvio, katso Yhdeksäs Portti heti paikalla.Elokuvan pääosaa esittävä Johnny Depp on Corso -niminen ""kirjaetsivä"", joka saa hieman erikoisen toimeksiannon; hänen pitäisi etsiä käsiinsä muutama kappale harvinaisia Saatanasta kertovia kirjoja. Kun toimeksiantaja vielä kertoo Corsolle, ettei hankintatavalla ja -hinnalla ole mitään väliä, epäilykset heräävät. Silti Corso päättää ottaa jutun hoitaakseen.Outoja asioita alkaa kuitenkin tapahtua; niistä ei tässä sen enempää, ettei tule spoilattua itse leffaa. Elokuvan juoni ei sinänsä ole mitenkään järisyttävä, mutta loistavat roolisuoritukset - näistä parhaimpina esimerkkeinä Depp Corsona ja elokuvan ohjaajan Roman Polanskin toinen ex-vaimo, Emmanuelle Seigner matkalla tavattuna tyttönä - ja tietysti ohjaaja Polanskin hämmästyttävän omaperäinen kädenjälki tekevät elokuvasta yhden 90-luvun parhaimmista töistä.Tiivistettynä: Yhdeksäs Portti on loistava elokuva niille, jotka ovat kyllistyneet Hollywood-räimeeseen, mutta joita ei silti erityisesti nappaa ranskalainen taidesotku. Kannattaa ehdottomasti katsoa.nimimerkki: Arvostelijapyrkyri","Loistava elokuva niille, jotka ovat kyllistyneet Hollywood-räimeeseen."
172,90.0,"Roman Polanski ja Johnny Depp. Maailman yhdeksänneksi paras ohjaaja ja maailman toiseksi paras näyttelijä yhdistävät voimansa. Tuloksena on loistava elokuva!Johnny Depp tulkitsee Dean Corsoa, lipevää kirjakauppias/ostajaa/etsivää, joka toimii rahat pois hölmöiltä-asenteella. Eräänä päivänä saatananpalvojalta (erittäin kovasti) vaikuttava ja ökyrikas asiakas palkkaa Corson etsimään sen aidon ja oikean kirjan; Yhdeksännen portin. Sillä nääs saa yhteyden itse Iso-Kieroon, kaiken hyvän viholliseen.Yhdeksättä porttia on turhaan väitetty epäpelottavaksi, sillä karmivaa tunnelmaa luodaan heti pelottavista alkuteksteihin loppuun, joka on ennalta-arvaamaton ja erittäin sanattomaksijättävä. Joten elokuva ON pelottava. Tai, no, sehän riippuu katsojan pääkopasta, pelkääkö vai jännittääkö.Johnny Depp näyttelee Dean Corsoa niin perhanan mahtavasti, ja vakiinnuttaa kakkossijansa maailman parhaiden näyttelijöiden listalla, siihen heti Clintin perään. Muista näyttelijöistä en osaa muuta sanoa kuin että Lena Olin on ihan ok. Ei sen huonompi, ei sen parempi. Mutta Depp rulaa!""Yhdeksäs portti on sekoitus Chinatownia ja Rosemaryn painajaista."" Noin luki leffan takakannessa. Chinatownista en mene takuuseen, yhtäläisyyksiä on vain tutkiminen ja ennaltaarvaamaton loppu. Rosemaryn painajainen taas on kovinkin lähellä tätä. Kummatkin ovat kauhutrillereitä ja niissä on  sama ""päähenkilö"".Yhdeksäs portti on pirun hyvä elokuva! Kirjaimellisesti.nimimerkki: Jope Pitkäviha","Elokuva ON pelottava. Tai, no, sehän riippuu katsojan pääkopasta, pelkääkö vai jännittääkö."
173,70.0,"Yhdeksäs portti pohjautuu Arturo Perez-Reverten (suosittelen hänen tuotantoaan) samannimiseen teokseen. Vaikka tarina on upea, täytyy sanoa, että onneksi tarinaa on ymmärretty reippaasti karsia elokuvaa varten. Jos leffa olisi tehty täydellisesti romaanin pohjalta, olisi se tukehtunut omaan massiivisuuteensa. Joten hyvä näin.Dean Corso (Johnny Depp) on maineikas kirjaetsivä, joka saa toimeksiannon rikkaalta bibliofiili Boris Balkanilta (Frank Langella). Balkan tarvitsee Corsoa varmistamaan mystisen kirjansa aitous. Kirja, jonka Corso saa kanneltavakseen, on nimeltään Yhdeksäs portti, jolla legendan mukaan pitäisi onnistua itsensä saatanan esiin manaaminen. Pian kirjaetsivä huomaa, että joku muukin tahtoo kirjan itselleen. Alkaa Corson ja vainoavien aaveiden välinen kujanjuoksu. Kun Corson mukaan tuppaa vielä salaperäinen vihersilmäinen nainen (Emmanuelle Seigner) alkaa goottilaisen jännitystarinan ainekset olla kasassa.Roman Polanskin ohjaama yhdeksäs portti on ihan tehokas trilleri. Elokuvamaisempaan muotoon muokattua tarinaa kuljetellaan pikkuhiljaa hienovaraisesti eteenpäin ja varsinaiset toimintakohtaukset jäävät erittäin vähiin. Elokuvan tunnelma on painostavan jännittynyt, ja se kiristyy mitä pitämmälle kirjan mysteerin selvittäminen etenee.Ohjauksen lisäksi myös visuaalinen ilme on mahtavan synkkä. Hämärät ja omituiset paikat, joissa elokuvassa vieraillaan, nostaa jännitystä entisestään. Hillitty mutta silti ihokarvoja nostattava musiikki onnistuu leiviskässään loistavasti.Elokuvan kompastuskiveksi muodostuu kuitenkin lähes onneton näyttelijäkatras. Erityisesti tärkeimpien naisosien näyttelijät epäonnistuvat. Lena Olin leski Liana Telferinä on erittäin vaisu, eikä yllä lähellekään sitä tasoa mitä rooli vaatii. Toinen pahis Frank Langella jää hänkin karmivuudessa kauas toivotusta tuloksesta. Kaikista huonoimman suorituksen kehiin heittää kuitenkin Polanskin vaimo Emmanuelle Seigner. Konemainen, ilmeetön, tympeä ja ammattitaidoton ovat sanoja, jotka tulevat mieleen Seignerin suorituksesta. Roman on kyllä tehnyt karmean virhearvioinnin, kun on päästänyt vaimonsa pilaamaan noinkin tarinan kannalta tärkeän roolin. Sivunäyttelijöistä parhaimman suorituksen tekee Jack Taylor säälittävänä Victor Fargasina.Elokuvan kantava voima ja ehdottomasti suurin tunnelman luonnin edesauttaja on ehdottomasti Johnny Depp. Mies todistaa, että vaikka muut näyttelijät epäonnistuvat, pystyy hän yksin estämään elokuvan uppoamisen surkeuden suohon. Työteliäs rooli ei varmasti ollut Deppille helppo, mutta tulos on jälleen taattua Deppiä eli erittäin laadukasta.  Deppille pitää antaa roolistansa **** -laakia. Sääli ettei kukaan muu yllä lähellekään Deppin suoritusta. Elokuva jää liikaa hänen harteilleen.Yhdeksäs portti on ihan kelpo jännäripätkä. Tarina on hyvin tiivistunnelmainen ja jopa paikoin pelottava. Kovin nopeatempoinen se kuitenkaan ei ole, ja pituuttakin rainalle kertyy aikalailla. Tämän vuoksi se ei jaksa kaikkia kiinnostaa. Näyttelijäntyö tässä elokuvassa on kuitenkin melko huonoa. Ainoastaan Depp hoitaa hommansa kiitettävästi. Jos aihe kiinnostaa ja hidastempoisuus ei haittaa, koukuttaa elokuvan mystinen tunnelma varmasti.nimimerkki: John Christopher Depp II","Jos hidastempoisuus ei haittaa, koukuttaa elokuvan mystinen tunnelma varmasti."
174,80.0,"Mystinen trilleri, jonka ohjaajan pallilla istuskeli mestariohjaaja Roman Polanski. Puolalaista verta oleva heppu on niitä tyyppejä joiden leffoista tullaan takuuvarmasti julkaisemaan vielä joskus DVD-kokoelma kun aika hänet jättää.Yhdeksäs portti on tarina kirjakaupan pitäjästä Dean Corsosta (Johnny Depp). Tämä saa toimeksiannon rikkaalta keräilijältä etsiä käsiinsä kaksi muuta olemassa olevaa kappaletta tämän omistamasta okkultisesta kirjasta, jonka takana toisena kirjoittajana on itse Lucifer ja jonka sisällöllä voidaan avata portti pimeyden valtakuntaan. Liikemiehen omistama kirja ei tunnu oikein toimivan porttien avaajana joten tämä haluaa Deanin selvittävän mikä hommassa maksaa. Dean ottaa casen hoitaakseen kun taaloja tippuu tiskiin ja kun tämä ei tiedä alussa asioiden todellista laitaa. Kylläpä asiat kuitenkin pikkuhiljaa valkenevat.Kauhuleffa, joka ei kuitenkaan pelota. Johtuneeko tämä perinteisten töräytysten puuttumisesta. Uskoinpa silti että ohjaaja on tiennyt mitä on halunnut ja lopputulos on juuri se mitä on haettukin. Töräytykset olisivat ehkä tehneet tästä liian tavanomaisen paketin.Pläjäys etenee hitaasti fiilistellen ja tunnelmaa sävytellään synkällä musiikilla. Toimintaleffojen ja sähäkämmän meiningin ystävät haukottelevat takuulla tämän homman parissa. Jos taas pitää hitaasta tarinoinnista, jossa omat ajatukset ja johtopäätökset ovat yksi leffan ulottuvuus niin tässäpä oiva teos katseltavaksi. Musapuoli pitää huolen, että katsoja virittyy oikealle taajuudelle niissä jännittävimmissä kohdissa.","Kauhuleffa, joka ei kuitenkaan pelota."
175,70.0,"Voisiko sanoa, että Polanskin hieno teos on jäänyt monilta huomaamatta. Yhden opuksen ympärille rakennettu jännärimysteeri hukuttaa syvälle itseensä kaikki hiukan uskonnollis-fiktiivisten tarinoitten rakastajat. Elokuva siis pohjautuu Arturo Perez-Reverten romaaniin ja suuresti kiehtovan tarinansa huonona puolena tuntuu vain olevan se, että se ei loppujen lopuksi ole totta.Johnny Depp esittää Dean Corsoa, kieroilevaa ja moraalittoman maailmankuvan omaavaa kirjaetsivää -- jos niinkin voi sanoa. Frank Langella puolestaan esittää Boris Balkania, jonka kirjakokoelmaan lukeutuu pelkästään yhden protagonistin sisältämiä teoksia -- pelkästään itse Saatanan. Balkan lähettääkin Corson mystisen kirjan perään, jonka tekijä poltettiin elävältä, koska hän ei kirjoittanut sitä yksin -- vaan yhdessä Luciferin kanssa. Kirjalla saakin yhteyden Saatanaan ja siksi monet muutkin jahtaavat sitä tosissaan.Yhdeksäs portti on vaikuttavasti ja nerokkaasti rakennettu jännäri okkultistien maailmasta. Perez-Reverten romaanin pohjalta muotoiltu tarina kiehtoo mysteerisyydellään ja imee katsojan tarinan sisään. Polanski ei räväytäkkään katsojan eteen Manalan herraa vaan ujuttaa hänet hetki hetkeltä elokuvan tunnelmaan sisään. Elokuvan kerrontaan sopiva musiikki vie katsojan yhä syvemmälle mysteerien maailmaan. Hienosti rakennettu ympäristö, johon on ripoteltu hämäriä linnoja, salaperäisiä naisia ja autioita kujia, saa katsojan hykertelemään paikallaan.Polanskin taidonnäyte onkin kerronnaltaan hidas ja sillä on sisäistä voimaa, joka tavoittaa katsojan lopputekstien valuessa katseen eteen. Silloin elokuvan voiman huomaa hyvin. Tämä ei tietenkään sovi toimintapohjaisten jännärien ystäville vaan elokuvan yli kaksituntinen kesto tulee sulauttaa tunnelman kanssa hitaasti kuin hyvä viini. Harmittelen vain itsekseni, koska jostain syystä loppukohtaukset olivat jostain syystä aivan toisesta maailmasta. Varsinaista loppuratkaisua ei mielestäni ollut ja se jäikin hiukan häiritsemään. Elokuvan loppu sopiikin koko teoksen tunnelmaan, mutta silti kielen päälle jäi karvas maku: Mihin se lopputwisti oikein katosi?",Hitaasti kasvava tunnelma repeää lopussa totaalisesti.
176,70.0,"Boheemi, katu-uskottava, luonnetta – Johnny Depp. Julkea, semi-irstas, uskottava – Lena Olin.Etäinen, sensuelli, mysteeri – Emmanuella Seigner.Siinäpä patenttipäänäyttelijät salaoppiaiheeseen nimeltään Yhdeksäs portti. No joo, onhan Seigner ohjaajalle (Roman Polanski) muutakin kuin näyttelijä, mutta menee täytteenä. Leffaa kantavat kuitenkin kirjaetsivän roolissa Depp, ja rikasta mutta hurahtanutta leskeä näyttelevä Olin.Historiallisiin kirjoihin perehtynyt heppu saa tehtäväkseen etsiä kolme säilynyttä okkultismikirjan kopiota ja todistaa niiden oikeaperäisyyden. Homma kääntyy kutvoksi, kun vierailut virallisia lottovalvojia muistuttuvian kirjakeräilijöiden luona saa odottamattomia käänteitä. Sanotaan että etsityn kirjan kirjoittaja on itse vihtahousu, joten veren vapautukselta ei leffassa vältytä.Yhdeksännen portin voima on tunnelmassa. Tuskin tästä kukaan yöuniaan menettää, mutta ohjaaja on tehnyt sen, mitä tälle tarinalle on tehtävissä. Pikkuvinkkejä epäilykseen annetaan pitkin matkaa, ja yksityiskohtia myöden hiotut kuvat jättävät katsojallekin hoksattavaa. Katsominen vaatii kuitenkin lievää naivismia, muttei missään tapauksessa kyynisyyttä.Kaikkiaan leffa lienee omiaan henkilöille joihin vetoaa puolisalaa salaopit. Jos vintillä on tullut harrastettua spiritismiä, taitanee leffa upota kuin kenkä märkään suohon. Julkaistu special edition –DVD-versio erottuu peruskamasta vain extrojen osalta. Ja niihin pätevät samat asiat kuin leffaankin: jos aihe kiinnosta, kiinnostaa uusi julkaisukin.",Yhdeksännen portin voima on tunnelmassa.
177,40.0,"Dolly Partonin hittisinkku kiteyttää paljolti tämän leffan sisällöstä. Working nine to five... Tytöt painavat pitkää päivää tukat tötteröllä, muttei se maistu yhtä hyvältä kuin tötterö kesäpäivänä jokirannassa.Rainan naiset ovat toimistotyöläisiä, joita yhtiön miehet dissaavat. Katsantokannaltaan leffa on aikatavalla eilinen. Miehet ovat ykskantaan sovinistisia sikoja, käpälöivät nättejä typyjä ja vievät naisparoilta paremmat asemat näiden kovan raadannan jälkeen. Hyi sentään.Miesten kauheaa ylivaltaa vastaan halutaan kuitenkin järjestyä. Tomerat tytöt, väärinymmärretty sihteerikkö (Parton), toimiston keltanokka (Fonda) ja konkari (Tomlin) ottavat oikeuden omiin käsiinsä. Komediaa riivitään porukan päättömistä vallankumousideoista, ja erityisesti yhden miehen kustannuksella. Touhu on alleviivaavaa, karkeaa ja alkukantaista, mutta kieltämättä joskus myös viihdyttävää.","Alleviivaavaa, karkeaa ja alkukantaista komediaa naisten oikeuksista."
178,60.0,"USA:n poliisin huumeosasto on päässyt iskemään kultasuoneen. Työn alla on niin suuri juttu että rikolliset ovat palkanneet palkkatappajan päästämään niitä poliiseja päiviltä jotka ovat olleet liian lähellä totuutta. Palkkatappaja käyttää tappokeinoinaan karatetaitojaan ja valitettavasti poliiseille ei ole opetettu lähitaistelukikkoja. Apuun pyydetään karate-ekspertti Matt Logan (Chuck Norris), jolle tehtävä käy pian hyvinkin henkilökohtaiseksi.Koska olen aina pitänyt Chuck Norrisin leffoista niin päätin poimia erään kaupan alekorista herran varhaistuotantoon kuuluvan Yhden miehen armeijan, joka on puhdas karate-elokuva 1970-luvulta. Ihan sujuvaa menoahan tämä on mutta valitettavasti leffa tarjoaa liian vähän Norrista ja liian vähän toimintaa verrattuna hieman paikoillaan junnaavan tarinaan. Onneksi elokuva sisältää loistavan lopputaistelun ja joitakin hyviä potkuja joten kyllä katsojalle jotain jää käteen.Mitäpä tästä muuta sanomaan että katso jos tämäntyyliset leffat kiinnostavat tai olet Chuck Norris-fani. Norrisin parhaimmistoon tämä ei kuitenkaan kipua vaan miehen parhaimmistoa edustavatkin kultaisen 1980-luvun pätkät. Loppujenlopuksi aika keskinkertainen toimintaelokuva, joka kuitenkin kestää sen yhden kuuluisan katselukerran.","Aika keskinkertainen toimintaelokuva, joka kuitenkin kestää sen yhden kuuluisan katselukerran."
179,60.0,"Maailman vaarallisimman miehen, Chuck Norriksen pitkän ja kunnioitettavan uran tuotokset jaetaan karkeasti kahteen kastiin; alkuvaiheessa kengännauhabudjetilla duunatut C-luokan taistelulajileffat, joissa blondi ja (lähes) naamakarvaton Chuck potkii ja lyö pahiksia daijuun ohuempaakin ohuemman juonen toimiessa tekosyynä turpasaunoille, sekä useinmiten Cannon Groups-yhtiön vekkuleiden, Menahem Golanin ja Yoram Globuksen tuottamiin äksönpätkiin, joissa punahiuksinen -ja partainen Chuck heilutteli myös pyssyjä ja jätti mäiskimisen astetta (pientä astetta) vähemmälle. Ensimmäisen kategorian pätkät Norris teki suunnilleen vuosivälillä 1972-1982, toisen tyylilajin leffat sen jälkeen. Jonkinlaisena siirtymäteoksena voisi pitää vuoden 1983 Lone Wolf McQuade-leffaa.Nyt käsiteltävä Yhden miehen armeija kuuluu ensimmäiseen ryhmään. Juonenkuvatus kertoo pahaakin pahemmasta ninjapahiksesta, joka huumehommien ohella pieksee kaksi poliisia hengiltä. Muut poliisit kokoontuvat miettimään, kuka pystyi yllättämään kaksi kokenutta huumekyttää sillä tavalla, ja ainoa looginen vastaus on tietysti KARATEMURHAAJA. Koska poliiseilla ei ole minkäänlaista taistelulajikoulutusta kutsutaan apuun läheisen karatesalin pitäjä, Vietnamin veteraani ja yleinen hyväntekijä Chuck Norris. Ja sitten alkaa läski tummua.Mainitaan nyt reilusti, että ilman Chuckia kyseessä olisi oikeasti aika jäätävän paska elokuva. Dialogi on niin tönkköä, että Bronsonin Death Wish -saagan replat alkavat vaikuttaa Shakespearelta ja sana ”halpa” ei riitä kuvaamaan leffassa vallitsevaa yleisfiilistä. Ehkä ”köyhä” on kuvaavampi, kaikin puolin. Esimerkiksi alkupuolen kohtaus, jossa huumepoliisit istuvat asemalla miettimässä, kuka tappoi heidän kaverinsa, vaikuttaa enemmän joltain MadTV:n parodialta 70-luvun kyttäleffoista kuin oikealta, vakavalta kohtaukselta. Kaikki tapahtumat ovat aivan tavattoman epäloogisia ja koko homma luisuu absurdista roskaviihteestä lähes dadaistisen (vai idiotistisen?) ääliötykityksen puolelle aika aikaisessa vaiheessa. Toki tällaiselta leffalta suurinpiirtein juuri tuota odottaakin.Ja A Force Of Onessa ON Chuck Norris. Viikset tutisten ja rintakarvat hiestä märkinä Chuck tälläkin kertaa kostaa, potkii, lyö ja mätkii tiensä läpi koko filmin alle puolitoistatuntisen keston sellaisella intensiteetillä ja itsevarmuudella, että pystyy pelastamaan koko elokuvan. Chuck ei ole välttämättä hyvä näyttelijä sanan klassisessa merkityksessä, mutta hän säteilee sellaista jylhää karismaa ja fyysistä preesensiä, että mies kuuluu elokuvahistorian tähtitaivaalle suurten legendojen joukkoon heittämällä. Martial arts-leffat ovat oma, hieno taiteenlajinsa, ja Chuckin tuotokset edustavat jo pelkästään päätähtensä valkokangasvetovoiman sekä taistelulajitaitojen ansiosta kyseisen taiteenlajin parhaimmistoa. Siinä mielessä Yhden miehen armeija ei ole poikkeus, varsinkin kun karateurallaan maailmanmestaruuden kuusi kertaa peräjälkeen voittaneen Chuckin lisäksi leffassa nähdään pahiksen roolissa toinenkin karaten ja kickboxingin maailmanmestari, Bill ”Superfoot” Wallace, joka tosielämässä loukkasi judossa oikean polvensa pahasti, mutta ei antanut sen häiritä uraansa vaan hioi vasemman jalkansa potkutekniikan timanttiseksi ja voitti kaikki ammattilaisuransa 23 kickboxing-ottelua, niistä 13 tyrmäyksellä. Näiden jätkien matseja, ja varsinkin keskinäistä kohtaamista leffan lopussa, on todella ilo katsoa. Kun jauhetaan, jauhetaan jotain turhaa ja välistä jopa kuolettavan tylsää ja typerää. Vaan kun mätkiminen alkaa, homma todella toimii ja viihdyttää.Clousataan siihen, että tämä alkupään Norris-kalkkuna ei siis kuulu ukon parhaisiin tuotoksiin eikä kohoa genren kovimpien klassikoiden tasalle, mutta hyvätasoista ja useita katselukertoja kestävää potkuviihdettä on silti luvassa. Chuckin ja martial arts-leffojen ystäville toki pakkohankinta. ”Whoever did this... they're as good as dead.”","Kun jauhetaan, jauhetaan jotain turhaa ja välistä jopa kuolettavan tylsää ja typerää. Vaan kun mätkiminen alkaa, homma todella toimii ja viihdyttää."
180,40.0,"The Agents on kierrellyt ympäri Suomea jo ainakin yli 30 vuotta. Laulajina on ollut niin Topi Sorsakoski kuin Baddingkin. Tuorein laulaja on Jorma Kääriäinen. Hän lauloi bändissä muhkeat 15 vuotta. Raina kertoo nimenomaan Jorma Kääriäisestä. Bändi pörrää siellä täällä pitkin Suomea,ja kyllä tietenkin Jenkeissäkin piipahdetaan. Kääriäinen on kuin köyhän miehen Elvis. Elokuvan hauskinta antia ovat kohtaukset,joissa Kääriäinen tapaa iloisessa hiprakassa olevia fanejaan. Mukana on myös hupaisa kohtaus missä Kari Tapio, Danny ja Jorma Kääriäinen turisevat pukuhuoneessa.Elokuvan suurin ongelma on jankkaavuus. Elokuvan kesto on vain tunti ja kymmenen minuuttia, mutta silti se tuntuu kaksi tuntiselta. Erityisesti ärsyttää tapa näyttää Jorma koko ajan suremassa jossakin nurkassa. Näillä kuvilla korostetaan kuinka sympaattinen Kääris oikein on. Jotkut voivat nähdä elokuvan Agentsin levymainoksena. Toisaalta mukaan on tarttunut myös murunen Suomen kesän mahtavuutta ja hulluutta. Kyllähän tämä Kääris faneille kelpaa.",Kuvilla korostetaan kuinka sympaattinen Kääris oikein on.
181,90.0,"Vuoden 1928 tienoilla vallankumouksesta tuli kuluneeksi yksitoista vuotta ja Neuvostoliitto alkoi vihdoin olla jaloillaan verisen sisällissodan jäljiltä. Tällä välin Lenin oli jo päästänyt vihdoin kylmän pierun ja ylintä päätösvaltaa itselleen betonisoiva Stalin alkoi muokata suurta työväen paratiisia ja neuvostojen siunattua isänmaata itsensä näköiseksi isällisellä otteellaan. Yksi otteiden ilmentymistä oli tämän tekoaikaan uunituore ensimmäinen viisivuotissuunnitelma, jolla Neuvostoliiton talous pyrittiin nostamaan jaloilleen ja maa itse teolliseksi sekä sotilaalliseksi suurvallaksi muiden maailman suurvaltojen joukkoon. Dziga Vertov ja kinootikot tarttuivat päivänpolttavaan aiheeseen ja tuottivat kokonaisen elokuvan Neuvostoliiton edistyksestä ja teollistumisesta. Yhdestoista vuosi kuvaakin käytännössä koko mittansa erilaisia teollisia koneita, kaivoksissa työskenteleviä työläisiä, sähkö- sekä rataverkkojen vetämistä syrjäisimmellekin maaseudun perukoille sekä muuta mukavaa. Pähkinänkuoressa tässä taitaa olla teemana koko Neuvostoliiton ahkerien ja määrätietoisten sorrosta vapaiden työläisten panostus suuren isänmaan puolesta. Lopussa muistetaan onneksi vilauttaa myös suuren ja mahtavan rauhan valtakunnan armeijan aseistusta ja taistelulaivojen tykkejä. Mikäli aihe kuulostaa kauhean ikävästyttyvältä, ei sen toteutus sitä ole likimainkaan. Itse asiassa Yhdestoista vuosi taitaa olla Dziga Vertovin elokuvista yltää kaikkein lähimmäksi Mies ja elokuvakameran lennokasta kikkailua. Vertov on aina ollut kiinnostunut erilaisista mekaanisista koneista ja vekottimista, ja Yhdestoista vuosi taitaa miehen elokuvista onanoida kaikkein eniten juuri näillä aiheilla; lähes jokainen kohtaus sisältää vähintään pienen vilauksen verran jonkinlaisen nosturin tai liukuhihnakoneiston muodostamia nättejä geometrisia muodostelmia, joita nopealla leikkauksella ja päällekkäisellä kuvauksella tyylitellään vielä entisestään. Jotain todella kaunista ja kiehtovaa näissä hypnoottisesti viuhuvissa ja pyörivissä härveleissä on, täytyy myöntää. Yhdestoista vuosi toikin omalla tavallaan vahvasti mieleen Ralph Steinerin hienon avantgardistisen Mechanical Principlesin, joka niinikään löysi hienoja kuvia ja tunnelmia pelkistä pyörivistä hammasrattaista ja muista yksinkertaisista käkättimistä. Yhdennentoista vuoden katsominen tuntuu samalta kuin ihastelisi lakkaamatta jotain vanhan traktorin tai auton koneistoa tai vesimyllyä. Olo on varmaan vähän kuin sillä yhdellä kaverilla intissä, joka kömpi aina välillä kuorma-auton alle ihastelemaan niitä osia. Tässä hauskoja koneita tarkastellaan vain Dziga Vertovin lennokkaan ja hauskan editoinnin kautta.Yhdestoista vuosi on ehdottomasti yksi Dziga Vertovin parhaista työistä, toistaiseksi näkemistäni miehen elokuvista toiseksi paras heti Miehen ja elokuvakameran jälkeen. Tässä yhdistyvät hienosti kaikki ne sellaiset piirteet, jotka tekevät Dziga Vertovin tuotannosta parasta: rakkaus koneita kohtaan, häpeilemätön yltiöoptimistinen propaganda ja nerokkaan lennokas, suorastaan överiksi asti vedetty ja edelleen vertaistaan hakeva editointikikkailu.",Dziga Vertovin elokuvien parhaimmistoa.
182,70.0,"Tom Powers on pienestä pitäen ilkeä riiviö ja aikustuttuaan vieläpä väkivaltainen sellainen. Yhteiskunnan vihollinen -elokuva seuraa Tompan nousua katuojasta huipulle ja takaisin. Leffan juoni on yksinkertainen ja kuullostaakin varsin käytetyltä. Otetaan kuitenkin huomioon leffan ikä, niin juoni ei ole ongelma. Leffa starttaa varsin hitaasti ja sellaisena pysyykin. Toimintaa tarjotaan vähän, mutta sitä ei tällaisesta leffasta oikein haettukkaan. Hahmot tehdään tutuiksi ja juoni rakentuu hitaasti, ehkä liiankin hitaasti. Voin silti kuvitella, millainen shokki Yhteiskunnan vihollinen oli yleisölleen, sillä sekin väkivalta mitä leffassa on, on kolkytlukulaiseksi varsin väkivaltaista. Ja otetaan mukaan vielä mahtava loppukohtaus, joka on ihan oikeasti shokeeraava, järkyttävä ja lohduton.Näyttelijät ovat suht' hyviä, mutta katsojan huomio kiinnittyy automaattisestikin pääosan James Cagneyyn. Miehen hahmo on jopa sympaattinen hienoine kampauksineen. Sympaattinen on myös Powersin äitiä esittävä Beryl Mercer, joka on juuri niin herttainen kuin pitääkin.Mutta yhteenvetona Yhteiskunnan vohollinen on loistava elokuvaelämys kultaiselta, tai ei niin kultaiselta kolkytluvulta. Elokuvan parasta antia oli kuitenkin jo edellä mainittu loppukohtaus, joka päättää filkan kunniakkaasti.",Voin kuvitella millainen shokki Yhteiskunnan vihollinen oli yleisölleen.
183,60.0,"Tom Powers (Cagney) joutuu jo pikkuriiviönä huonoon seuraan, ja kasvaa pahaksi pojaksi. Velipoika Mike (Cook) on tämän totaalinen vastakohta, mutta äitimuorilta (Mercer) riittää rakkautta molemmille. Yhteiskunnan vihollinen on ihmissuhdedraaman lisäksi jonkinasteinen gangsteriraina - ja hönön tuntuinen opetusleffa.Yhteiskunnan vihollinen oli vuonna 1931 melkoisen rankkaa kamaa, joten useissa maissa se pistettiin peräti pannaan. Nykytöllääjän silmin katseltuna pläjäyksen pampam-meininki ei kummemmin säväytä, mutta välttää kuitenkin tahattomat koomisuudet. Cagney loistaa pääroolissaan, ja sivuhahmotkin ovat hahmoihinsa istuvat. Mercer nähdään tässäkin leffassa herttaisena äitsykkänä. Hih.Ihan lupsakasti starttaava juoni käy keskivaiheilla tapahtumistaan huolimatta tylsähköksi, ja 83 minsaa tuntuu kumman pitkältä. Leffan pelastaa kuitenkin se ihan viimeinen skene - yhäkin järkky ja ainutlaatuinen loppuratkaisu. Ja vielä tämän jälkeen ruutuun tulee hömppä, kornisti moraalinen varoitusteksti. Pahus sentään, siinä latistui yksi leffahistorian hienoimmista lopetuksista.Yhteiskunnan vihollinen on tärkeä leffa, josta välillä kyllä pitääkin ihan kympillä. Muutama loistokas idea on mukana, ja toteutus hanskassa... kummasti vaan ajatus harhailee keskivaiheilla. Sääli - tässä filkassa aistii nimittäin meikäläisen kaltainen peelokin jotain suurta.",Leffan pelastaa se ihan viimeinen skene.
184,60.0,"Vahakabinetti (1953) upposi kauhuleffanystäviin niin hyvin, että toistakymmentä vuotta leffan ensi-illan jälkeen sille alettiin puuhata jatkoa televisiosarjan muodossa. Ja kuinka ollakaan, liian synkäksi muotoutunut tv-sarjapilotti päätyi kokopitkäksi elokuvaksi nimeltä Yksikätinen murhaaja. Idea sarjasta sen sijaan haudattiin.Vahakabinetin tuhkista ponnistaessaan Yksikätinen murhaaja voisi olla pahaakin pahempi kalkkuna, mutta sitä se ei onneksi ole. Näyttelijätyö on kaikin puolin perusonnistunutta, alkaen sankarimme Cesare Danovan (mm. Mean Streets) rauhallisuudesta, joka ei järkähdä edes lopputaiston miekkailun aikana, ja päätyen José René Ruizin karismaattiseen pikkumieheen sekä Laura Devonin klassiseen blondihymyilyyn. Dialogissa, etenkin Devonin osalta, parannettavaa löytyisi sitten enemmänkin. Myös koominen ratkaisu leikata kaikissa dramaattisissa kohdissa ”punaiseen ruutuun” vaikuttaa enemmän aikansa Batmanilta (lähestulkoon ”Whoosh, Bum, Pam!”) kuin kohukauhulta. Oman viihdearvonsa toki tuokin temppu tuo.",Pirteä jäsen  koukkumurhaajien kerhoon.
