,score,text,title
45,80.0,"Ainakin leffan markkinoinnille ja DVD:lle sekä oheissälälle voi nostaa hattua jo ennen näkemistä. Enpä muista ihan heti toista pläjäystä, jonka läpilyömiseen olisi laitettu paukkuja näin kovasti. Tuplapläjäys sisältää leffan lisäksi toisen plätyn extroja, joiden kanssa ainakin homman kohderyhmä eli lapset jaksaa varmasti touhuta. Itsellä riitti mielenkiinto aiheen pyörittelyyn n. puolen tunnin ajan.Harry Potter kuuluu siihen fantasiaosastoon, jossa koko leffan todellisuus on pienintä piirtoa myöten mielikuvitusta. Kaikki yksityiskohdat on mietitty tarkkaan kirjoja kirjoitettaessa. Kaikkien asioiden esikuvat on löydettävissä oikeasta elämästä, mutta kyseessä on erittäin mielikuvitusrikkaan henkilön aivoituksia. Kasvattiperheessään täydellisesti alistettu Potter pääsee velhokouluun ja hänestä on tuleva suuri sankari. Sisäoppilaitoksessa on normaalit kanssakäymisprobleemat, joiden parissa Harry painiskelee. Kaiken kuorrutteen takana on kysymys erilaisuudesta, rohkeudesta, ystävällisyydestä ja toisten kunnioittamisesta. Lisäksi taikuus on kiehtonut lapsia aina. On helppoa ymmärtää nyt miksi maailmassa on tällä hetkellä paljon Potter-faneja, jotka samaistuvat päähenkilöön.Mitä sitten leffalla on annettavaa aikuisille. Tosikoille tuskin mitään muuta kuin kasan digiefektejä. Lapsenmieliset aikuiset viihtyvät leffan parissa ja vuodet pyörähtävät matkamittarissa hetkellisesti taaksepäin. Kun hommaan asennoituu oikein, kiireettömästi, niin ihan kiva pläjäyhän tässä on kyseessä. Juttu on rakennettu taidokkaasti ja digiefektit toimivat. Lasten näyttelijätyössäkään ei ole mitään moitittavaa.Ainoa juttu, joka hommassa ärsyttää on markkinointi vaikka sille hattua haluaa nostaakin. Leffabusinesta ja leffoja tulee ajateltua välillä hiukan naivisti. Kaiken takana hollytuotannoissa on kumminkin elinkeino ja mieletön rahan takominen. Harry Potterissa homma on jo ""sivustaseuraajan"" näkökulmasta todella läpinäkyvää. Tällä on päästy isien ja äitien kukkaroille sekä lasten sydämeen... onhan tarina toki hyvä, ei siitä pääse mihinkään.",Lapsenmieliset aikuiset viihtyvät leffan parissa ja vuodet pyörähtävät matkamittarissa hetkellisesti taaksepäin.
46,70.0,"Harry Potter -kirjat ovat yksi parhaista tapauksista, mitä kirjallisuudessa on tapahtunut. Rowlingin upea tyyli tempaa lukijan mukaansa uskomattomalla voimalla ja harvaa kirjaa tuleekin luettua puolisataa sivua päivässä.Vuonna 2001 ilmestyi sitten ensimmäisen Potter-kirjan elokuvaversio suurine mainoskamppanijoineen. Tuolloin suhteellisen nuorena poikana (11-12 -vuotiaana) oli elokuva elokuvateattereissa saamani kokemuksen nojalla parasta, mitä olin elokuvissa ikinä kokenut. Seuraavana keväänä sainkin tämän sitten videolle (koska emme omistaneet vielä DVD:tä) ja koin samanlaista ihastusta elokuvaa kohtaan taas.Vuodet vierivät...Ja pian koittaa vuosi 2005 ja Harry Potter -elokuvia on tehty jo kolme, eikä kannata väheksyä odotuksia nelososaa kohden. Ajattelinpa sitten katsoa Potterin uudelleen, pitkän ajan jälkeen ja tehdä siitä oikein arvostelunkin.Harry Potter ja viisasten kivi perustuu siis J.K. Rowlingin samannimiseen kirjaan. Tarina kertoo vanhempansa menettäneestä pojasta, joka saa 11-vuottis syntymäpäivänään tietää olevansa ihan oikea velho. Hän lähteekin heti syksyllä Tylypahkaan, noitien ja velhojen kouluun, jossa opitaan kaikenlaista taikuutta ja magiaa. Mutta samalla Harry saa tietää koko velhomaailmaa järkyttävästä asiasta, että paha velho nimeltä Voldemord olisi herännyt kuolleista aikomuksenaan varastaa viisasten kivi, joka voisi palauttaa hänet täysin eläväksi kaikkien tämän taikamaailman ihmisten kauhuksi. Lisäksi tämä sattuu olemaan Harryn vanhemmat murhannut velho!Odotukseni olivat näinkin pitkän ajan jälkeen aika matalalla, mutta positiivinen yllätyshän se oli. Elokuva on kestänyt tuon lyhyen ajan yllättävänkin hyvin, eikä sen tarvitse yhtään hävetä jatko-osiensa rinnalla.Columbus saa filmiin samanlaista kerronnallista taikaa, jota Rowlingin kirjassakin oli, mutta myös näyttelijät ovat rooleissaan hyviä näin sarjan alussakin. Tarkemmin ajatellen olisi vaikea kuvitellakkaan ketään muuta Harryn rooliin, kuin Daniel Radcliffeä. Seuraaviin osiin verrattuna kaikki tosin tekevät astetta huonomman suorituksen, mutta anteeksihan se on annettava kun tämä on kuitenkin ensimmäinen osa. Seuraaviin osiin kaikkein suurimman parannuksen tekee Emma Watson, jonka roolisuoritus jää tässä ikävän mitäänsanomattomaksi.Juoni on mielestäni kaikista Pottereista yksinkertaisin, mutta elokuvakäsikirjoitus pitää kuitenkin otteessaan koko leffan ajan, kirjalle tyypillisistä, rauhallisista kohtauksista huolimatta.Kokonaisuutena varsin suositeltava fantasia-seikkailu, joka on onnistunut filmatisointi kirjan suhteen, kuin ihan itsenäisenä elokuvana.nimimerkki: Sano mitä sanot","Columbus saa filmiin samanlaista kerronnallista taikaa, jota Rowlingin kirjassakin oli."
47,80.0,"Brittikirjailija Joanne Rowling vavisutti maailmaa 1990-luvun lopulla maailmankuuluisuuteen nousseiden fantasiaromaaniensa kautta, herättämällä henkiin ehkäpä kaikkien aikojen kuuluisimman velhopojan, Harry Potterin. Vain kaksi vuotta ensimmäisen kirjan ilmestymisen jälkeen Warner Bros osti oikeudet velho-oopusten kääntämisestä elokuvakielelle – ja loppu onkin sitten silkkaa historiaa fantasialeffojen ihmeellisessä maailmassa.11-vuotis syntymäpäivänään tavallinen ottolapsi Harry saa postissa mystisen kirjeen, jota hänen painajaismaiset sijaisvanhempansa eivät jostain syystä haluaisi pojalle luovuttaa. Kirje kutsuu taikavoimistaan tietämättömän Harryn Tylypahkan linnamaiseen velhokouluun, josta starttaa ikimuistoinen seikkailu tavanomaisesta täydellisesti poikkeavassa taikamaailmassa, jossa normaali maanantai-iltakin muodostuu toinen toistaan mystisimmistä salaisuuksista ja pahuuden arvaamattomista voimista.Itsekin lapsena kirjojen kautta hypetettyyn Harry Potter -maailmaan tutustuin, eivätkä Rowlingin kaunokirjallisuudet varmasti jätä ketään kylmäksi – iästä tai sukupuolesta riippumatta. Hienolla ja moniulottuvaisella tarinalla on varmasti suuri potentiaali menestyä oikeissa käsissä myös elävien kuvien maailmassa ja onneksi tekele päätyi mm. Yksin kotona ja Gremlins -leffojen ohjaajana häärineen Chris Columbuksen työpöydän ääreen. Saagan ensimmäinen elokuva Viisasten kivi tutustuttaa katsojan tähän fiktiiviseen velhoulottuvuuteen. Kirjan rikkaassa henkilögalleriassa ja tilannevyöryssä oli varmasti suuri haaste leffamuottia työstäessä. Columbus pitää kuitenkin kokonaisuuden ihailtavasti kasassa ja onnistuu kuin onnistuukin lisäämään leffaan kaikki tärkeimmät pointit ja pitämään tarinan eheänä alusta loppuun. Toki monet kohtaukset joudutaan käymään läpi nopealla otteella, mutta juostenkustun tehtyä oloa ei silti missään vaiheessa katsojalle tule.Harry Potter ja viisasten kivi on elokuvana lapsenomaisempi kuin jatko-osansa ja sopii huomattavasti paremmin kokoperheen illanviihdykkeeksi kuin saagan synkät päätösteokset. Yleisilme on aurinkoinen velhopojan tehdessä tuttavuutta uuteen ympäristöönsä ja kokonaisuudesta paistaa tietty vilpittömyys ja halu tehdä näitä elokuvia myös lapsikatsojille. Rowling itse olikin henkilökohtaisesti valvomassa kahden ensimmäisen leffan tekemistä kuvauspaikoilla, joiden jälkeen Potterin pojan seikkailut ovat muuttuneet selkeästi totisempaan ja dramaattisempaan suuntaan. Viisasten kivi tarjoaa huumoria ja paikoitellen nasevaa dialogia, josta kiitokset kuuluu käsikirjoituksen väsänneen Steve Klovesin suuntaan. Välillä dialogi on tosin turhankin lapsenomaista, mutta täytyy muistaa päähenkilöidenkin olevan tässä vasta 11-vuotiaiden tasolla.Onnistuneet lapsinäyttelijävalinnat ovat toki ehto tämänkaltaisen elokuvan menestymiselle, sillä koko päähenkilötrio koostuu näistä nuorista nousukkaista. Harrya esittävä Daniel Radcliffe on lähes täydellinen valinta omaan rooliinsa ja näin jälkeen päin on vaikea kuvitella ketään muuta noihin viistokujalta ostettuihin kangassaappaisiin. Poika hoitaa homman kotiin vakaalla otteella, mutta täytyy muistaa ettei ensimmäinen osa anna hänelle vielä mahdollisuutta sen kummempaan tunnenäyttelyyn. Radcliffe jää kuitenkin näyttelijänä auttamattomasti Hermionea näyttelevän Emma Watsonin ja Ronina hilluvan Rubert Grintin varjoon. Kumpikin päähenkilön tukipilareista hohtaa lahjakkuutta Viisasten kivessä, ja heille on ehdottomasti annettava kiitosta useiden kohtausten onnistumisista. Kolmikko kumarsi syvään Chris Columbuksen suuntaan, joten hänen ohjaajan panokselleen on tässäkin osa-alueessa annettava raikuvat kunnianosoitukset. Sivuosagalleria on myös erittäin onnistunut.Näyttävine erikoistehosteineen Harry Potter ja viisasten kivi kohoaa kyselemättä genrensä absoluuttiselle huipulle ja saaga nousee – ellei ole jo noussut – elokuvahistorian kuuluisimpien teosten joukkioon. Jokainen sohvankuluttaja saa tästä varmasti jotain irti, ja juurikin se kiireinen yksinhuoltaja äitikin saattaa nauliutua laiskanlinnaansa niin tiukasti kiinni, ettei edes pienimuotoinen tankkaustauko ehdi vilahtaakaan mieleen kahden ja puolen tunnin tiukan taikasession aikana.", Näyttävine erikoistehosteineen Harry Potter ja viisasten kivi kohoaa kyselemättä genrensä absoluuttiselle huipulle
48,80.0,"Nämä kyseiset klassikkokirjat sekä -elokuvat saivat huikean massiivisen vastaanoton, kun ne tuotiin lukijoille ja katsojille julki. Suosio ei rajoittunut pelkästään edellä mainittuihin taidemuotoihin, vaan taikuuteen liittyvät henkilöt ja asiat tunkeutuivat oheistuotteiden maailmaan. Yhä edelleen kaupoissa on saatavilla lukematon määrä Pottereihin liittyviä leluja, vaatteita, mukeja, sisustustarvikkeita, videopelejä ja ties mitä härpäkkeitä. Kaikesta julkisesta huomiosta huolimatta on ilo todeta, että yhä edelleen sarjan luoja, J.K. Rowling sekä elokuvien ohjaajat ja muut tekijät saavat ansaitsemaansa arvostusta. Näin ainakin haluan uskoa.Harry Potter ja viisasten kivi -elokuvan nimikkohenkilö Harry (Daniel Raddcliffe) on 11-vuotias hintelä poika, joka joutui orvoksi pienenä poikana ja päätyi epämiellyttävien sukulaistensa hoiviin. Eräänä myrskyisenä yönä hänelle selviää, että hänet on valittu noitien ja velhojen kouluun, Tylypahkaan. Hänen elämänsä muuttuu täysin, kun hän aloittaa velho-opinnot ystäviensä Hermionen (Emma Watson) ja Ronin (Rupert Grint) kanssa sekä pelailee velhoshakkia, harjoittelee huispausta ja tutustuu taikamaailman muihin ihmeellisyyksiin. Täysin harmitonta velhoilu ei kuitenkaan ole, sillä maailman pelottavin ja julmin hahmo, Voldemort, on nousemassa takaisin voimiin. Hänellä ja ruipelolla Harrylla on kiinteä yhteys toisiinsa, sillä nimenomaan Harry on se sankari, joka pienenä poikana aiheutti Voldemortin kukistumisen.Viisasten kivi on nokkela ja hieno aloitus pitkälle elokuvasarjalle. Pistää ajattelemaan, mihin ylimääräistä leffakäsikirjoitusta tarvittiin, kun juoni seuraa kirjaa lähes pilkulleen. No, ei nyt sentään, mutta lojaalius alkuperäistä kirjaa kohtaan on ihailtavaa. Elokuva ei lähde kikkailemaan omiaan, vaan tyytyy niihin ratkaisuihin, joita Rowling teki kirjan kirjoittamisen aikana. Joitakin kohtauksia on tietenkin lyhennetty tai jätetty väliin, mutta muutoin oma luovuus on pitkälti heitetty syrjään. Suurimmaksi ongelmaksi eivät muodostu näyttelijät, juonen kulku tai ohjaajan valinnat, vaan lukemattomat klaffivirheet, joita viljellään koko elokuvan ajan. Niille antaa toki paljon anteeksi, mutta ne häiritsevät useammilla katsomiskerroilla ja pistävät miettimään, onko katsojakunnaksi valittu pelkästään nuoremmat lapset, jotka eivät välttämättä näe virheitä niin helposti?Elokuva pitää ottessaan täyden kestonsa ajan ja vasta jälkeenpäin tulee huomattua, että reilu pari tuntia kuluu todella vauhdikkaasti. Kaikkiin kohtauksiin ei ehditä pureutua kovinkaan syvällisesti ja ne töksähtelevät välillä kohtauksesta toiseen, mutta muutoin juoni etenee mukavalla temmolla. Elokuva toimii täydellisesti omana teoksenaan, eikä edellytä kirjoihin tutustumista. Keskeisimmät käsitteet ja hahmot esitellään yksinkertaisesti ja annetaan tilaa seuraaville teoksille, joissa niihin päästään syventymään paremmin. Elokuvassa onkin useita erityispiirteitä, jotka vaativat avaamista, mutta haasteisiin on tartuttu rohkeasti. Chris Columbus tekee varmaa työtä ja saa pidettyä kokonaisuuden hienosti kasassa.Leffa on tunnettu myös musiikistaan ja efekteistään, mitkä ainakin itseeni tekevät vaikutuksen ja luovat maagisen tunnelman. Myös lavasteet ja muut ulkonaiset asiat ansaitsevat kiitoksen, vaikka silloin tällöin greenscreenin käyttö pistää silmään. Huispausottelussa on ihan syystä käytetty hyödyksi animaatiota, mutta siihen liittyvät kohtaukset saavat ehkä turhankin paljon minuutteja kokonaiskestosta. Kritiikistä huolimatta kirjan taikuuteen liittyvät asiat on tuotu valkokankaalle hienosti, vaikka leffasta selvästi huomaa, että se on tarkoitettu koko perheen seikkailuksi. Synkkyys ja selkeä taistelu hyvän ja pahan välillä tulee esiin vasta myöhemmissä osissa.Nuoret näyttelijät Raddcliffe, Watson ja Grint, onnistuvat rooleissaan kohtuullisesti, vaikka ovat selkeästi työssään vielä kuitenkin lapsenkengissä - kuten he ovat konkreettisestikin. Parhaiten suoriutuu mielestäni Grint, vaikka kyllä muillakin on hyvää yritystä. Aikuisista näyttelijöistä ylitse muiden nousee erityisesti Kalkarosta esittävä Alan Rickman. Jonkinlaisena johtopäätöksenä voi sanoa, että pienistä tai suurista puutteistaan huolimatta Viisasten kivi on loistava elokuva varsinkin omassa genressään, ja jättää jälkensä elokuvamaailman historiaan. Se on ehdoton hankinta omaan leffahyllyyn sekä hyvä valinta leffasarjamaratonia varten.",Columbus tekee varmaa työtä ja saa pidettyä kokonaisuuden hienosti kasassa.
49,50.0,"Englantilasikirjailija J.K. Rowlingin huippusuosittu Harry Potter -kirjasarja nähdään myös valkokankaalla. Viisasten Kivi ilmestyi kirjana vuonna 1997, ja 2001 ensimmäinen Potter saatiin myös elokuviin.Harry Potter (Daniel Radcliffe) saa 11-vuotissyntymäpäivänään tietää olevansa velho, kun jätti nimeltä Hagrid (Robbie Coltrane) tulee kutsumaan hänet Tylypahkan noitien ja velhojen kouluun. Hänelle avautuu kokonainen uusi maailma taikasauvoineen ja loitsuineen. Aloitettuaan opinnot Tylypahkassa Harry tutustuu Ron Weasleyhin (Rupert Grint) ja Hermione Grangeriin (Emma Watson), ja ystävystyy heidän kanssaan.  Samalla Harry saa tietää miten hänen vanhempansa todella kuolivat, ja miksi maailman jokainen noita ja velho tietävät Harry Potterin nimen. Opiskelun ja uuden huispausharrastuksen lomassa Harry joutuu kiperiin tilanteisiin kun kuvioihin astuu joku, joka haluaa Potterin pojan hengiltä. Ensimmäinen Harry Potter -filmatisointi on hyvin kirjasta tiivistetty, mutta silti elokuvana aikamoinen pettymys. Yhdentoista vuoden ikärajankin voisi minun mielestäni olla vain seitsemän, sen verran lastenelokuvalta tämä näyttää.Lapsinäyttelijöiden söpöyden varaan on laskettu paljon. Okei, kyllähän se toimii aina tiettyyn pisteeseen saakka, mutta ei silti pientä, pyöreäposkista Radcliffea jaksa kauaa katsella. Silti nuorilla tähdillä on jokaisella edessään loistava tulevaisuus, koska kyllä lahjakkuuskin ruudun läpi näkyy.","Hyvin kirjasta tiivistetty, mutta silti elokuvana aikamoinen pettymys."
50,80.0,"Irakin sodassa palvellut Jim (Bale) on palannut takaisin kotiinsa Los Angelesiin ja odottelee työtarjousta poliisivoimilta. Mike (Rodriguez) elää työttömänä vaimonsa Sylvian (Longoria) rahoilla, ja tämä ei katso tilannetta hyvällä. Jimiä painaa edelleen mielessä kuvat sodasta ja turhautuneena hän alkaa menettää otettaan kun mitään ei tunnu tapahtuvan. Lopulta Jim ja Mike päättävät laittaa LA:n kaduilla hieman tuulemaan kohtalokkain seurauksin, josta paluu todellisuuteen onkin vaikeampaa.Harsh Times on David Ayerin esikoisohjaus, jossa käsiteltävänä on monet nykyajan ongelmat. Työttömyys, Irakin sota ja turhautuneisuus. Ayerin (joka on käsikirjoittanut mm. Training Dayn ja Dark Bluen) sisältämä teksti tähän elokuvan on ankaraa kritiikkiä yhteiskuntaa kohtaan kahden miehen näkökulmasta. Ayerin ohjaama Harsh Times on hieman sukua Martin Scorsesen mestariteokselle Taksikuski ja Antoine Fuguan Training Daylle, joista molempien päähahmoista De Niron Travis Bicklestä ja Washingtonin Alonzo Harrisista on hieman Christian Balen tulkinassa Jimissä.Kuvaukseltaan ja väreiltään Harsh Times on realisitinen. Kahden miehen uhomatka pitkin LA:ta ja ympäristöjä paranee koko ajan väjäämätöntä loppua kohden. Matkalla Ayer käsittelee myös miesten välistä ystävyyttä ja lojalisuutta, kuinka pitkälle he ovat valmiita menemään ja kaunko pää kestää? David Ayer ohjaa taitavasti kahden miehen odysseijaa, ja onhan Ayer jo palkattu ohjaamaan seuraava James Ellroyn filmatisoinnin Night Watchman.Christian Bale jatkaa vahvojen roolien parissa. Bale on hyvinkin uskottava hiljalleen elämän halunsa menettäneenä ex-sotilaana, jota elämä ei kohtele hyvin. Nouseva Freddy Rodriguez antaa Balelle loistavaa tukea Miken roolissa, jolle elämä on myös antanut takapakkia. Eva Longoriakin osaa jopa hieman näytellä turhautunutta vaimoa, eikä vain olla kaunis.Kokonaisuutena Harsh Times on rankka matka yhteiskunnan pimeisiin syöväreihin kahden elämänhalunsa menettäneen miehen näkökulmasta. Harsh Times on katsomisen arvoinen rikos-draama ja antaa ajateltavaa.",Rankka matka yhteiskunnan pimeisiin syöväreihin kahden elämänhalunsa menettäneen miehen näkökulmasta.
51,40.0,"Ei mikään erikoinen elämys. Jim (Bale) palveli Irakin sodassa ja kadotti käsityksen mikä on oikein ja mikä on väärin. Mike (Rodriguez) on Jimin paras kaveri, reppana, joka ei osaa sanoa ""Ei"". Pojat ajautuvat juopottelemaan ja asiat lähtee hanskasta kun molemmat saavat hankituksi töitä.Ilmeisesti kun Irakissa käy mutkan niin sen jälkeen ei enää jää kiinni tappamisesta, ammuskelusta, varastelusta, ryöstelystä, ratissa ryyppämisestä, ylinopeudesta, salakuljettamisesta tai edes kusitesteissä huumeista. Kyllä se elämä on helppoa, kun voi tehdä mitä vaan. Rahaa saa kun käy entisen tyttöystävän luona ja olutta saa soittamalla vaimolle. Näinkö se nykyään menee? Meksikostahan on helppoa saapua USA:n puolelle, vai oliko se toisinpäin? Huraa, elämä on laiffii.Loppu pilaa elokuvan, sillä joku käänne elokuvaan olisi pitänyt vielä saada, sillä loppu oli kuin suoraan kaupan hyllyltä, ei tarjonnut mitään mitä ei olisi voinut arvata jo leffan alussa. Niin elokuva laittaa todellakin ajattelemaan:  Milloin tuottajat menevät lakkoon? Käsikirjoittajat meni, mutta minkä takia?No on sitä huonompiakin nähty, mutta elä ehdota tätä elokuvaa kuitenkaan heti ekoilla treffeillä!","Kyllä se elämä on helppoa, kun voi tehdä mitä vaan..."
52,40.0,"Jenkkisenaattorin poika on lunastamassa kunniaa sotatanterella toisella puolella maapalloa Belgiassa. Gloriaa vaan on paha kerätä fläppitaulun nuppineulavastaavana. Niinpä poju lähtee luottamustoimena roudaamaan etulinjan nappikarpaaseille samppakaljaa. Paha natsi väijyttää kuitenkin ukkelin ja sotavankeus odottaa. Eletään vuotta 1945 ja toinen sota lähestyy loppuaan.Hart's War on kummallisin sotaleffa mikä on kohdalle sattunut. Ei riitä että ""ronteiksi"" kutsutut Niksmannit kurmottaa sotavankeja, vaan mukaan on ympätty jenkkien keskinäinen rasismi, oikeussalidraama ja loppuhuipentumana paatoksellisuus. Lippaan vedon määrällä ei ole mitään rajoja kun tippasilmässä ihmetellään jenkkisotilaan uhrautuvaisuutta ja kunniaa. Leffassa on onneksi pari käännettä, jotka pelastavat sentään jotain. Mutta veteläksi jää tämä sotaeepos. Käänteiden lisäksi pilkahdus paremmasta on Colin Farrell, joka alkaa lunastamaan paikkansa starana. Häneltä irtoaa jotain tunnelmaan sopivaa elettä. Willisistä tukkalisäkkeineen ei kannata mainita mitään. Kokonaisuudessa oli käsittääkseni haettu kurjuutta ja angstia, mistä kertoivat niukat sävyt ja leffan musapuoli. Lopputulokseksi jäi kuitenkin outo keitos josta maku ja haju oli väljähtänyt, tai niitä ei ollut koskaan leffaan suunniteltukaan. ",Gloriaa vaan on paha kerätä fläppitaulun nuppineulavastaavana.
53,40.0,"Tom Greenin ohjausdebyytti Sormet pelissä (2001) oli kansan kahtia jakavaa, kreisiä ja paikoin säädytöntä huumoria. Mauttomuudet paikattiin täydellisellä antaumuksella ja luottamuksella omaan juttuun. Samalla tasolla olivat myös miehen vierailut Charlien enkelit- ja Road trip-leffoissa. Aivotonta crazy-huumoria parhaimmillaan, mutta tällä kertaa jotakin on pahasti pielessä.Greenin tuttu räävittömyys on tyystin poissa, ja kehnot puolittaiset vitsit hyppelevät pitkin ruutua. Homma ei todellakaan tunnu olevan ohjaaja McCullochin hanskassa. Tuntuu aivan siltä kuin tuotantoryhmä olisi luottanut Tom Greenin nimeen, ja olettanut fanien nielevän kaiken paskan mitä miehen nimissä tehdään.En ymmärrä miten Green lopulta edes on suostunut mukaan projektiin, sillä hänen (pienenä ja rajoitettuna) roolinaan on vain leikkiä pääosamies John Plummerin (Jason Lee) pöhköä kaveria, joka onnistuu mokaamaan kaiken mihin vain koskee. Päähuomio kohdistuu Jason Leen ja Leslie Manin keskiluokkaiseen elämään, joka on vaarassa sortua. Mm. Dogmassa, Almost Famousissa ja Vanilla Skyssa hyvät roolit tehneen Leen meininkikään ei päätä huimaa. Itse asiassa se on kuivaakin kuivempaa. Tosin ei kumma, kun isoimpia nauruja yritetään vääntää sänkyhommien aikana itkevästä naisista tai leluaseiden avulla tapahtuvasta ryöstökeikasta.Typerä juoni on tiivistettynä hyvinkin lyhyt: poliisi John Plummer lupaa tyhmyyksissään siskon tytölle maksavansa tämän opiskelut Harvardissa. Tietenkin lupaus sattuu löytymään videolta, ja mukava avioelämä sekä uuden talon hankinta uhkaavat tyttösen vartuttua vaihtua opiskelun sponsorointiin. Moisessa jamassa ei auta kuin alkaa varkaaksi ja hankkia rahat keinolla millä hyvänsä. Kertakaikkisen typerää, muuta en voi sanoa.","Greenin tuttu räävittömyys on tyystin poissa, ja kehnot vitsit hyppelevät pitkin ruutua."
54,70.0,"Sedät jaksaa heilua. Joo, tää kyllä on juuri sitä osastoa. Kun meikäläinen opetteli mopolla ajamaan ja viritteli Suzukia äärimmäisiin suorituksiin, yksi kasvattajista oli Ismo Alangon luotsaama Hassisen Kone. Pohjat kestävalle suhteelle Alangon musiikkia kohtaan luotiin silloin. Se on myös kestänyt Sielun Veljien kautta nykyiseen soolotuotantoon asti kohtalaisen hyvin. Hassisen kone itsessään vaikutti vain vuosina 80-82, mutta sitäkin intensiivisimmin tuloksin. Rappiolla ja Levottomat jalat, nehän ne on, jotka nyt aivan varmasti puolikuurot Datsunkuskitkin jonkinasteiseksi musiikiksi tunnistaa.Joensuun juhannusjuhliin vuoden 2000 kasattu re-union-keikka piti tietenkin työntää masinaan ja tsekata mikä on meininki. Keikka on todellakin alkuperäismiehistönä väännetty ja ei siten niin innostava, mikä taas itse musiikin puolesta olisi todellakin mahdollista. Siis aika kuluu ja se näkyy miehissäkin. Kaikki ei yksinkertaisesti vaan ole olleet tietenkään rokkikuvioissa enää vuosiin ja se on vaivaannuttavaa katsottavaa. Välillä vaan kun ei voi todellakaan välttyä koti-isät jammailee kauhuskenaariolta.Keikkasetti on kasattu kronologisessa järjestyksessä Hassisen koneen tuotannosta alkuajoista loppuun, lukuunottamatta encorena heittettyjä biisejä ""Muoviruusuja omenapuissa"" ja ""Paskan suggeroiva vaikuus"", jotka sulkevat ympyrän Koneen tuotannossa. DVD-version keikan pituus on runsas tunti. Biisivalikoiman tuntien materiaalia ei kuulla Hassisen Koneen viimeiseltä Harsoinen teräs -levyltä kuin kaksi biisiä. Tämä tuo ikävän fiiliksen siitä että varsinkin keikan loppuosaa olisi pätkitty suuremmalla kädellä.Keikkaa katsellessa kiteytyy se olennainen seikka mikä on kantanut tätä musiikkia kaikki nämä vuodet. Se sattuu olemaan hemmo nimeltä Ismo Alanko. Äijän intensiivisyys ja eläimellinen apinanraivo ei ole kadonnut mihinkään ja tässäkin tapauksessa ukkelin karisma on välillä ainuita elementtejä jotka kannattelevat konserttia eteenpäin. Muuten pläjäys olisi kyllä aika ajoin tylsää katseltavaa.Itse tuon juhannuskeikan lisäksi lätyllä tarjolla on Hassisen Koneen miehittämät pätkät Kaurismäen ""Saimaa Ilmiö"" -elokuvasta, joka kuvasi Eppuja, Juicea ja Hassisen Konetta Tuuliajolla -kiertueella. Hauska kontrasti siis tähän päivään. 80-luvulla kitaristi heiskasellakin oli tukka päässä ja poikien nuoruuden vimma on aistittavissa. Muutakin elokuvallista kamaa Hassisen koneen matkan varrelta lätyllä olisi toki voinut mukana olla. Tekstimuodossa olevat kaiken maailman grafiat ja stillgalleriat ovat sinänsä tylsää extraa. ",Siis aika kuluu ja se näkyy.
55,80.0,"John Candy näyttelee renttuilevaa poikamiestä, joka joutuu lastenvahdiksi veljensä lapsille. Nuoremmat tenavat Buck-setä saa nopeasti otteeseensa, mutta teini-ikäinen veljentytär kiukuttelee sinnikkäästi. Buckin ja tytön välistä jännitettä lisää se, että Buck yrittää häätää tytön poikaystävän tiehensä, koska tajuaa tämän olevan vain yhden asian perässä. Perheen poikaa esittää Yksin kotona -tähti Macaulay Culkin.Mahtavista näyttelijöistä mainittakoon John Candy, Jean Louisa Kelly ja Macaulay Culkin. Lisäksi juoni, ohjaaja John Hughesin hyvä maltti elokuvien teossa lisäävät elokuvaan 5 tähteä. Miinusta tulee siitä, että ainoastaan Jean Louisa Kellyn esittämä tyttö on elokuvan idea, kun taas muilla pojilla ei ollut suurtakaan osaa elokuvassa. Lopputulos on siis 4 tähteä.","Se aito 80-luvun lastenleffa, jossa on myös draamaa."
